timestamp,price,volume
1616045340000,59006.9,4.22761456
1616045400000,58976.4,4.20605387
1616045460000,58953.7,2.92625294
1616045520000,59010.0,3.70471524
1616045580000,58919.2,13.67772165
1616045640000,58830.0,19.16631391
1616045700000,58916.5,6.41670716
1616045760000,58943.0,4.39054948
1616045820000,58970.0,3.69451734
1616045880000,59012.2,2.90462582
1616045940000,59029.1,3.06341567
1616046000000,58976.5,3.34251756
1616046060000,58976.8,1.49833978
1616046120000,58978.3,3.81255896
1616046180000,58907.3,2.37495298
1616046240000,58949.8,2.58519318
1616046300000,58931.7,2.32267928
1616046360000,58924.3,2.61316445
1616046420000,58903.8,2.51813661
1616046480000,58946.1,2.32365131
1616046540000,58973.0,2.01585667
1616046600000,59008.0,0.99692999
1616046660000,59038.3,6.26882467
1616046720000,59012.2,2.0274996
1616046780000,59080.5,3.0518394
1616046840000,59048.4,6.05453305
1616046900000,59027.4,1.33962615
1616046960000,59028.2,1.4701084
1616047020000,58965.6,4.07961023
1616047080000,58966.1,3.09328996
1616047140000,58976.9,2.52405367
1616047200000,58982.1,3.32949799
1616047260000,58942.5,5.18645855
1616047320000,58949.2,3.04480152
1616047380000,58921.4,1.31388657
1616047440000,58882.6,5.29381363
1616047500000,58920.2,4.97713593
1616047560000,58898.3,5.79686127
1616047620000,58869.6,7.13966087
1616047680000,58859.4,2.82501931
1616047740000,58781.6,13.58020652
1616047800000,58747.1,9.6574702
1616047860000,58717.7,7.57832461
1616047920000,58764.9,3.39637805
1616047980000,58764.8,3.3961057
1616048040000,58795.5,7.14539359
1616048100000,58747.6,10.22699
1616048160000,58749.0,4.68928494
1616048220000,58735.3,2.7450929
1616048280000,58688.2,7.80496358
1616048340000,58709.8,6.87054058
1616048400000,58721.7,1.86633017
1616048460000,58727.1,8.53713722
1616048520000,58721.1,2.16136856
1616048580000,58749.9,9.69229273
1616048640000,58795.9,1.99257844
1616048700000,58839.7,2.78693116
1616048760000,58833.8,0.76047777
1616048820000,58813.0,2.18182845
1616048880000,58767.5,2.4403294
1616048940000,58720.1,4.38370382
1616049000000,58785.4,1.27518
1616049060000,58775.0,2.82902493
1616049120000,58822.4,5.93328234
1616049180000,58831.3,3.8489651
1616049240000,58842.5,2.76235515
1616049300000,58847.9,2.03714529
1616049360000,58872.7,0.38620697
1616049420000,58881.0,0.89733027
1616049480000,58881.3,2.6717211
1616049540000,58841.0,14.17324617
1616049600000,58897.7,2.77949227
1616049660000,58807.1,4.27300425
1616049720000,58849.8,3.61740552
1616049780000,58841.9,1.05567621
1616049840000,58797.1,7.78449498
1616049900000,58843.0,4.39123675
1616049960000,58906.6,4.35281546
1616050020000,58920.0,6.65826197
1616050080000,58872.6,4.39623839
1616050140000,58889.4,1.79122128
1616050200000,58902.4,1.07769205
1616050260000,58882.8,4.13206582
1616050320000,58855.9,4.90374939
1616050380000,58880.9,5.99052461
1616050440000,58874.4,4.41108369
1616050500000,59054.5,28.52124063
1616050560000,59018.0,7.863780800000002
1616050620000,58976.9,4.77961067
1616050680000,58936.5,7.28215978
1616050740000,58918.5,1.77062157
1616050800000,58873.3,4.18838039
1616050860000,58873.2,2.55516416
1616050920000,58819.4,5.07728027
1616050980000,58835.5,3.54876841
1616051040000,58847.7,8.15506078
1616051100000,58815.3,1.81467541
1616051160000,58792.5,1.96273673
1616051220000,58817.5,5.65220582
1616051280000,58800.7,3.19870244
1616051340000,58743.9,32.7791106
1616051400000,58764.3,8.894673800000003
1616051460000,58803.6,2.31853475
1616051520000,58803.8,2.57278018
1616051580000,58754.8,5.90625453
1616051640000,58716.3,12.74238274
1616051700000,58678.0,9.9501658
1616051760000,58686.2,3.43740287
1616051820000,58669.9,5.09149662
1616051880000,58720.4,18.34924383
1616051940000,58644.4,11.727588699999998
1616052000000,58768.1,15.54067887
1616052060000,58677.1,7.3975375
1616052120000,58624.2,4.31142553
1616052180000,58528.2,24.8954005
1616052240000,58510.1,7.3687217
1616052300000,58450.0,17.85630542
1616052360000,58388.9,10.58705523
1616052420000,58379.9,14.08766678
1616052480000,58378.9,6.43948567
1616052540000,58519.7,28.0695293
1616052600000,58459.7,9.58082896
1616052660000,58414.8,12.96708018
1616052720000,58416.8,6.03514559
1616052780000,58472.3,5.56127793
1616052840000,58461.1,6.18724609
1616052900000,58468.4,8.76357429
1616052960000,58388.1,12.68380094
1616053020000,58319.6,13.35362081
1616053080000,58369.1,3.85865283
1616053140000,58386.9,8.45717347
1616053200000,58356.9,8.54629088
1616053260000,58326.4,5.58232068
1616053320000,58305.6,14.66035273
1616053380000,58217.9,13.32524245
1616053440000,58148.3,15.00158987
1616053500000,58266.3,15.06807817
1616053560000,58227.8,9.30080957
1616053620000,58315.1,8.09397008
1616053680000,58276.0,6.87897632
1616053740000,58267.5,5.95282421
1616053800000,58249.8,7.96601069
1616053860000,58310.9,7.17456362
1616053920000,58264.0,10.49630732
1616053980000,58329.4,3.91074021
1616054040000,58366.0,3.36468237
1616054100000,58347.6,5.80745643
1616054160000,58335.4,8.88688641
1616054220000,58337.7,8.67208034
1616054280000,58366.0,1.75263731
1616054340000,58352.1,9.47146811
1616054400000,58428.8,9.96340134
1616054460000,58431.2,17.90482732
1616054520000,58433.9,2.20985599
1616054580000,58394.5,7.68152307
1616054640000,58292.0,10.50249244
1616054700000,58302.0,4.96311287
1616054760000,58384.9,2.06218019
1616054820000,58400.5,9.22394103
1616054880000,58418.4,14.66787602
1616054940000,58430.7,1.74935045
1616055000000,58474.1,2.01050917
1616055060000,58441.1,8.65653249
1616055120000,58490.9,3.72726509
1616055180000,58456.7,4.45535963
1616055240000,58440.3,4.44836317
1616055300000,58467.1,3.18814408
1616055360000,58501.5,7.11161874
1616055420000,58476.1,4.94893217
1616055480000,58417.2,3.90588732
1616055540000,58340.0,3.77319059
1616055600000,58228.2,18.2295865
1616055660000,58281.5,9.4934699
1616055720000,58377.5,3.63705053
1616055780000,58443.4,3.75429482
1616055840000,58470.6,4.61168819
1616055900000,58433.1,4.21408504
1616055960000,58445.7,5.04403013
1616056020000,58345.8,6.65937861
1616056080000,58369.4,4.20200488
1616056140000,58347.1,1.93021184
1616056200000,58418.0,4.89306703
1616056260000,58393.0,5.36028623
1616056320000,58386.3,2.56203416
1616056380000,58395.3,1.68422116
1616056440000,58429.0,5.13874541
1616056500000,58471.2,2.99902212
1616056560000,58399.8,1.15588938
1616056620000,58329.9,3.52908583
1616056680000,58302.1,4.46369965
1616056740000,58369.3,2.81999179
1616056800000,58360.0,1.92236464
1616056860000,58281.9,4.60551776
1616056920000,58272.7,19.31338622
1616056980000,58105.9,20.00919401
1616057040000,58213.2,15.09215732
1616057100000,58317.0,9.91680828
1616057160000,58175.5,9.10715674
1616057220000,58072.5,9.98553996
1616057280000,58057.6,13.13358944
1616057340000,58096.3,4.97624425
1616057400000,58049.8,6.43283814
1616057460000,57989.1,12.03716523
1616057520000,58041.1,14.08215095
1616057580000,58061.1,11.32248059
1616057640000,58039.8,8.16813031
1616057700000,57985.2,3.56314054
1616057760000,58047.0,4.03044592
1616057820000,58030.2,4.52748712
1616057880000,58003.1,1.65566002
1616057940000,58009.2,2.00555082
1616058000000,58086.3,9.76384767
1616058060000,58141.3,3.02792652
1616058120000,58233.8,17.26418704
1616058180000,58151.2,10.5245104
1616058240000,58170.8,3.1849591
1616058300000,58159.7,17.99900487
1616058360000,58085.1,2.63824163
1616058420000,58064.6,1.85532282
1616058480000,58075.0,0.46646102
1616058540000,58028.8,0.54115356
1616058600000,58111.2,3.724555000000001
1616058660000,58133.9,15.79216421
1616058720000,58145.2,2.43103373
1616058780000,58152.0,0.8714904
1616058840000,58151.3,0.44450678
1616058900000,58120.2,3.53773097
1616058960000,58061.5,15.35983897
1616059020000,58123.7,4.17399159
1616059080000,58153.5,5.49358398
1616059140000,58186.7,4.23148951
1616059200000,58221.1,4.27014732
1616059260000,58357.8,30.39147697
1616059320000,58286.3,16.05928499
1616059380000,58250.7,6.12278009
1616059440000,58267.2,8.83695535
1616059500000,58243.1,4.52278496
1616059560000,58236.8,6.11478657
1616059620000,58305.1,6.83928238
1616059680000,58245.9,12.25737065
1616059740000,58222.2,5.65327254
1616059800000,58296.9,3.94363892
1616059860000,58326.0,4.83745296
1616059920000,58342.5,4.2538198
1616059980000,58363.1,7.30658225
1616060040000,58359.5,4.41122931
1616060100000,58381.1,2.10365968
1616060160000,58346.1,7.87038364
1616060220000,58376.4,0.99871534
1616060280000,58405.1,6.99157715
1616060340000,58436.8,5.6133851
1616060400000,58444.2,1.59382039
1616060460000,58482.6,2.14359112
1616060520000,58405.1,5.94600575
1616060580000,58365.9,5.53047923
1616060640000,58427.4,5.82213523
1616060700000,58416.3,1.77283378
1616060760000,58368.1,4.24418812
1616060820000,58351.3,3.11093656
1616060880000,58358.1,3.97808287
1616060940000,58366.0,5.76762016
1616061000000,58350.1,1.11372665
1616061060000,58409.9,4.41082774
1616061120000,58405.2,1.63820954
1616061180000,58455.0,1.12383834
1616061240000,58431.1,6.69701188
1616061300000,58418.6,1.63489509
1616061360000,58379.0,2.46872495
1616061420000,58345.5,10.18247983
1616061480000,58407.9,4.35309747
1616061540000,58413.5,1.21731864
1616061600000,58414.3,1.59043649
1616061660000,58362.0,3.8692432
1616061720000,58326.8,2.63568462
1616061780000,58367.4,3.41007896
1616061840000,58357.3,13.99319096
1616061900000,58383.9,31.40398541
1616061960000,58452.0,4.43054122
1616062020000,58598.1,14.65577592
1616062080000,58606.1,11.47530301
1616062140000,58592.2,8.38041664
1616062200000,58556.9,7.19112097
1616062260000,58526.4,3.6191159
1616062320000,58543.2,1.76111989
1616062380000,58514.6,5.75309964
1616062440000,58493.8,2.74357264
1616062500000,58428.2,2.30278001
1616062560000,58433.4,2.44202812
1616062620000,58415.5,1.39380227
1616062680000,58439.8,1.67063399
1616062740000,58435.3,2.25711333
1616062800000,58416.1,3.04464364
1616062860000,58302.2,6.55963181
1616062920000,58270.7,12.647391
1616062980000,58293.9,9.63224067
1616063040000,58302.1,1.77296734
1616063100000,58280.6,5.17838634
1616063160000,58307.2,5.34220118
1616063220000,58314.8,2.65295867
1616063280000,58387.4,3.8938745
1616063340000,58373.3,3.68759812
1616063400000,58387.3,2.17625521
1616063460000,58444.2,9.23847889
1616063520000,58506.9,4.58013388
1616063580000,58495.9,4.43075199
1616063640000,58555.4,1.92607077
1616063700000,58537.4,1.85274517
1616063760000,58502.3,3.45991565
1616063820000,58426.9,2.44198434
1616063880000,58463.9,5.09965525
1616063940000,58432.7,1.41036439
1616064000000,58463.5,4.88806941
1616064060000,58451.0,4.12346067
1616064120000,58431.5,0.49020294
1616064180000,58424.3,0.74693921
1616064240000,58456.0,2.34544934
1616064300000,58404.4,4.20313098
1616064360000,58340.7,2.91612576
1616064420000,58402.1,5.41480364
1616064480000,58413.5,0.93497222
1616064540000,58409.7,1.05799063
1616064600000,58419.9,1.67225952
1616064660000,58439.1,3.61719758
1616064720000,58465.6,2.34759152
1616064780000,58529.7,1.99846159
1616064840000,58531.2,1.92122669
1616064900000,58530.1,1.73456907
1616064960000,58581.8,5.24276315
1616065020000,58542.5,4.57955102
1616065080000,58513.7,9.12202839
1616065140000,58516.1,2.97194339
1616065200000,58490.9,8.2639045
1616065260000,58522.0,4.18392443
1616065320000,58507.2,3.87254442
1616065380000,58527.0,3.4443189
1616065440000,58467.5,4.45422122
1616065500000,58531.4,5.09070759
1616065560000,58495.2,3.08714608
1616065620000,58450.1,4.05311855
1616065680000,58464.5,1.93082192
1616065740000,58443.7,2.88491982
1616065800000,58440.3,0.82338379
1616065860000,58401.8,1.51170527
1616065920000,58433.4,1.71868898
1616065980000,58482.0,1.22200191
1616066040000,58445.1,2.5096736
1616066100000,58366.9,8.83626474
1616066160000,58326.1,2.18784096
1616066220000,58310.5,1.68861552
1616066280000,58275.7,3.79022513
1616066340000,58340.8,7.4340272
1616066400000,58209.4,4.73186084
1616066460000,58201.4,4.35673495
1616066520000,58233.0,8.38290278
1616066580000,58256.7,2.14935177
1616066640000,58246.2,3.39703842
1616066700000,58281.3,2.1183343
1616066760000,58289.0,5.5137402
1616066820000,58264.9,2.32021258
1616066880000,58247.7,0.27455901
1616066940000,58249.3,1.86649452
1616067000000,58254.6,5.72936143
1616067060000,58160.4,9.70529713
1616067120000,58095.3,7.07926099
1616067180000,58054.3,6.46320356
1616067240000,58032.9,5.33014692
1616067300000,58022.2,5.62661114
1616067360000,58032.7,20.23609197
1616067420000,58056.7,8.20298164
1616067480000,58051.8,6.23833442
1616067540000,58114.2,4.25123768
1616067600000,58085.2,10.80586302
1616067660000,58098.8,9.0954864
1616067720000,58080.0,3.68352283
1616067780000,58140.6,10.58495277
1616067840000,58145.9,2.06675467
1616067900000,58131.7,5.47382881
1616067960000,58261.2,6.27549299
1616068020000,58208.2,5.05685033
1616068080000,58170.0,2.62613302
1616068140000,58144.2,2.26823357
1616068200000,58068.0,3.67744471
1616068260000,58046.2,6.78918288
1616068320000,57904.0,14.91122105
1616068380000,57970.3,12.02700663
1616068440000,57998.9,3.5762907
1616068500000,58094.5,14.95876436
1616068560000,58120.4,11.98633364
1616068620000,58154.9,4.39145842
1616068680000,58108.2,2.35741722
1616068740000,58178.8,3.14918557
1616068800000,58162.6,8.61757677
1616068860000,58121.9,8.36575643
1616068920000,58023.6,4.36774011
1616068980000,57999.0,8.6587485
1616069040000,58023.9,1.47704695
1616069100000,57977.1,6.51483632
1616069160000,57912.8,7.51563152
1616069220000,57850.3,8.12439528
1616069280000,57834.4,8.59901915
1616069340000,57861.0,9.20684237
1616069400000,57914.6,5.99074802
1616069460000,57824.7,2.64355635
1616069520000,57786.2,5.43337397
1616069580000,57800.7,6.72265172
1616069640000,57859.6,5.60607161
1616069700000,57852.6,7.05630746
1616069760000,57888.6,5.12528199
1616069820000,57845.5,4.69650326
1616069880000,57748.6,8.4590539
1616069940000,57801.6,24.46473501
1616070000000,57865.5,9.90807329
1616070060000,57865.4,1.17185665
1616070120000,57945.0,10.37911511
1616070180000,57866.6,8.53828192
1616070240000,57775.8,38.61574549
1616070300000,57809.4,6.86489241
1616070360000,57810.7,9.39818274
1616070420000,57767.2,8.3149792
1616070480000,57729.7,5.8589695
1616070540000,57789.8,4.06564963
1616070600000,57687.6,14.20686451
1616070660000,57623.9,11.35772175
1616070720000,57623.6,8.41454042
1616070780000,57601.7,17.97824636
1616070840000,57726.1,4.65744699
1616070900000,57702.5,1.5493629999999998
1616070960000,57890.0,5.97332636
1616071020000,57817.9,15.48613282
1616071080000,57877.6,5.94810726
1616071140000,57828.0,6.07206495
1616071200000,57754.3,4.59555854
1616071260000,57776.9,2.16918072
1616071320000,57773.1,0.8976969000000001
1616071380000,57791.8,4.02729181
1616071440000,57860.8,6.05978745
1616071500000,57850.1,4.3823945
1616071560000,57855.0,2.2245436
1616071620000,57855.7,3.07191089
